,paragraph,guide_id,paragraph_id,possible_citations
100,"Likewise the Court has also identified deficiencies in the Turkish legal framework, adopted in 1934, which listed a wide range of situations in which a police officer could use firearms without being liable for the consequences (Erdoğan and Others v. Turkey, 2006, §§ 77-79). On the other hand, in another case, it considered that a regulation setting out an exhaustive list of situations in which gendarmes could make use of firearms was compatible with the Convention. That regulation specified that the use of firearms should only be envisaged as a last resort and had to be preceded by warning shots, before shots were fired at the legs or indiscriminately (Bakan v. Turkey, 2007, § 51).",guide_art_2_eng,101,{}
101,"In the case of Makaratzis v. Greece [GC], 2004, which concerned a chaotic police chase in which the applicant, who had ignored a red light, was seriously injured by gun shots, the Court found that Greece’s domestic law did not afford law-enforcement officials clear guidelines and criteria governing the use of force in peacetime. It also found that, in the absence of proper training and instructions, it was unavoidable that the police officers who chased and eventually arrested the applicant enjoyed a greater autonomy of action and were able to take unconsidered initiatives (§ 70).",guide_art_2_eng,102,{}
102,"The Court held that the authorities had failed to properly vet a police officer before issuing him a firearm in Gorovenky and Bugara v. Ukraine, 2012, § 39, where an off-duty police officer, involved in a quarrel, opened fire with his service weapon killing the applicants’ relatives. See also Sašo Gorgiev v. the former Yugoslav Republic of Macedonia, 2012, § 52.",guide_art_2_eng,103,{}
103,"The exceptions delineated in paragraph 2 indicate that Article 2 extends to, but is not concerned exclusively with, intentional killing. The text of Article 2, read as a whole, demonstrates that paragraph 2 does not primarily define instances where it is permitted to kill an individual, but describes the situations where it is permitted to “use force” which may result, as an unintended outcome, in the deprivation of life. The use of force, however, must be no more than “absolutely necessary” for the achievement of one of the purposes set out in sub-paragraphs (a), (b) or (c) (McCann and Others v. the United Kingdom, 1995, § 148; Yüksel Erdoğan and Others v. Turkey, 2007, § 86; Ramsahai and Others v. the Netherlands [GC], 2007, § 286; Giuliani and Gaggio v. Italy [GC], 2011, § 17).",guide_art_2_eng,104,{}
104,"As a rule, the use of the term “absolutely necessary” in Article 2 § 2 indicates that a stricter and more compelling test of necessity must be employed than that normally applicable when determining whether State action is “necessary in a democratic society” under paragraph 2 of Articles 8 to 11 of the Convention. In particular, the force used must be strictly proportionate to the achievement of the aims set out in sub-paragraphs 2 (a), (b) and (c) (McCann and Others v. the United Kingdom, 1995, § 149).",guide_art_2_eng,105,{}
105,"That being said, the Court has underlined that it is acutely conscious of the difficulties faced by modern States in the fight against terrorism and the dangers of hindsight analysis. In this connection, it has underlined the need to differentiate between the political choices made in the course of fighting terrorism, that remain by their nature outside of such supervision, and other, more operational aspects of the authorities’ actions that have a direct bearing on the protected rights. Therefore, the absolute necessity test formulated in Article 2 is bound to be applied with different degrees of scrutiny, depending on whether and to what extent the authorities were in control of the situation and other relevant constraints inherent in operative decision-making in this sensitive sphere (Tagayeva and Others v. Russia, 2017, § 481).",guide_art_2_eng,106,{}
106,"In the specific context of hostage rescue operations the Court has held that, normally, the planning and conduct of the rescue operation can be subjected to a heightened scrutiny. In doing so, the Court has taken into account the following factors: (i) whether the operation was spontaneous or whether the authorities could have reflected on the situation and made specific preparations; (ii) whether the authorities were in a position to rely on some generally prepared emergency plan, not related to that particular crisis; (iii) that the degree of control of the situation is higher outside the building, where most of the rescue efforts take place; and (iv) that the more predictable a hazard, the greater the obligation is to protect against it (Tagayeva and Others v. Russia, 2017, § 563).",guide_art_2_eng,107,{}
107,"In keeping with the importance of this provision in a democratic society, the Court must, in making its assessment, subject deprivations of life to the most careful scrutiny, particularly where deliberate lethal force is used, taking into consideration not only the actions of the agents of the State who actually administer the force but also all the surrounding circumstances, including such matters as the planning and control of the actions under examination (McCann and Others v. the United Kingdom, 1995, § 150; Ergi v. Turkey, 1998, § 79).",guide_art_2_eng,108,{}
108,"It goes without saying that a balance must be struck between the aim pursued and the means employed to achieve it (Güleç v. Turkey, 1998, § 71).",guide_art_2_eng,109,{}
109,"For example, the Court has underlined that the legitimate aim of effecting a lawful arrest can only justify putting human life at risk in circumstances of absolute necessity. Therefore in principle there can be no such necessity where it is known that the person to be arrested poses no threat to life or limb and is not suspected of having committed a violent offence, even if a failure to use lethal force may result in the opportunity to arrest the individual concerned being lost (Nachova and Others v. Bulgaria [GC], 2005, § 95; Kakoulli v. Turkey, 2005, § 108).",guide_art_2_eng,110,{}
110,"Likewise, in the context of border control, the Court emphasised that while Contracting States may, in principle, put arrangements in place at their borders designed to prevent unauthorised entry into the territory as well as use the force necessary to prevent illegal entry to the territory, the need for border control cannot justify resort to practices which are not compatible with the Convention or the Protocols thereto (Bişar Ayhan v. Turkey, 2021, § 65).",guide_art_2_eng,111,{}
111,"The use of force by agents of the State in pursuit of one of the aims delineated in paragraph 2 of Article 2 of the Convention may be justified under this provision where it is based on an honest belief which is perceived, for good reasons, to be valid at the time but subsequently turns out to be mistaken. To hold otherwise would be to impose an unrealistic burden on the State and its law-enforcement personnel in the execution of their duty, perhaps to the detriment of their lives and the lives of others (McCann and Others v. the United Kingdom, 1995, § 200; Andronicou and Constantinou v. Cyprus, 1997, § 192; Bubbins v. the United Kingdom, 2005, § 138; Huohvanainen v. Finland, 2007, § 96).",guide_art_2_eng,112,{}
112,"The Court had also added that, detached from the events in issue, it cannot substitute its own assessment of the situation for that of an officer who was required to react in the heat of the moment to avert an honestly perceived danger to his life or the lives of others (Bubbins v. the United Kingdom, 2005, § 139; Huohvanainen v. Finland, 2007, § 97).",guide_art_2_eng,113,{}
113,"When examining the actions of the State agents the principal question to be addressed is whether the person had an honest and genuine belief that the use of force was necessary. In addressing this question, the Court will have to consider whether the belief was subjectively reasonable, having full regard to the circumstances that pertained at the relevant time. If the belief was not subjectively reasonable (that is, it was not based on subjective good reasons), it is likely that the Court would have difficulty accepting that it was honestly and genuinely held (see Armani Da Silva v. the United Kingdom [GC], 2016, § 248, albeit in the context of procedural obligations). ii. The planning and control of the operation",guide_art_2_eng,114,{}
114,"In determining whether the force used is compatible with Article 2, it may therefore be relevant whether a law enforcement operation has been planned and controlled so as to minimise to the greatest extent possible recourse to lethal force or incidental loss of life (Bubbins v. the United Kingdom, 2005, § 136; Huohvanainen v. Finland, 2007, § 94).",guide_art_2_eng,115,{}
115,"In carrying out its assessment of the planning and control phase of the operation from the standpoint of Article 2 of the Convention, the Court must have particular regard to the context in which the incident occurred as well as to the way in which the situation developed (Andronicou and Constantinou v. Cyprus, 1997, §182; Yüksel Erdoğan and Others v. Turkey, 2007, § 86).",guide_art_2_eng,116,{}
116,"Its sole concern must be to evaluate whether in the circumstances the planning and control of the operation showed that the authorities had taken appropriate care to ensure that any risk to his life had been minimised and that they were not negligent in their choice of action (Bubbins v. the United Kingdom, 2005, § 141). iii. Illustrations",guide_art_2_eng,117,{}
117,"The Court did not consider that the use of force was strictly proportionate or absolutely necessary in the pursuit of one of the aims delineated in paragraph 2 of Article 2 of the Convention in:  Güleç v. Turkey, 1998, § 71, where the applicant’s son was killed during a demonstration where the security forces – confronted with acts of violence – and not having any batons, riot shields, water cannon, rubber bullets or tear gas – deployed machine guns; see also Evrim Öktem v. Turkey, 2008, where a minor was seriously injured by stray bullet fired from a police officer’s gun during an operation to break up a demonstration;  Kakoulli v. Turkey, 2005, § 121, where an unarmed Greek-Cypriot, who had entered into the buffer zone between northern and southern Cyprus, was shot dead by Turkish soldiers;  Wasilewska and Kałucka v. Poland, 2010, § 57, where a suspect was shot dead during a police operation;  Trévalec v. Belgium, 2011, § 87, where a journalist was shot by a special operations police unit which had not been informed that his presence in the police operation had been authorised;  Nachova and Others v. Bulgaria [GC], 2005, § 109, where two unarmed Roma fugitives were shot dead by military police during an attempted arrest;  Tagayeva and Others v. Russia, 2017, § 611, where a number of hostages were killed in the course of a rescue operation in the context of a large scale hostage-taking by terrorists in a school in Beslan, North Ossetia; see, by contrast, Finogenov and Others v. Russia, 2011, §§ 226 and 236, where a number of hostages were killed in the course of a rescue operation in the context of hostage-taking by terrorists in a theatre in Moscow;  Kukhalashvili and Others v. Georgia, 2020, §157, where indiscriminate and excessive use of lethal force was used by the police during an anti-riot operation in prison;  Yukhymovych v. Ukraine, 2020, § 86, where the applicant’s son was killed during a police operation organized in the context of a criminal investigation into extortion;  Pârvu v. Romania, 2022, § 87, where the applicant’s husband, wrongly identified as a dangerous fugitive, was shot in the head by a police officer in the course of a planned operation to capture him.",guide_art_2_eng,118,{}
